,AAAU,SPY,ISF.L,ESS,EEM,FXE,BofA
2021-12-22,17.93,450.476166,714.206238,310.623718,45.75956,102.248634,1572.38
2021-12-23,17.99,453.279053,718.002502,309.791992,45.995586,102.200119,1574.77
2021-12-29,17.93,459.905853,722.198425,318.416595,45.844528,102.306801,1578.92
2021-12-30,18.059999,458.63443,721.399292,318.850555,46.36972,102.035271,1578.73
2021-12-31,18.18,457.478516,719.201416,320.332977,46.143013,102.558937,1578.79
2022-01-04,18.049999,459.973206,730.590332,324.334534,46.313038,101.705559,1575.61
2022-01-05,18.0,451.140747,732.288635,317.695587,45.557373,101.94799,1573.56
2022-01-06,17.77,450.716888,726.094604,317.350006,45.765182,101.754059,1568.25
2022-01-07,17.860001,448.935028,728.99176,313.130157,46.180801,102.413475,1564.06
2022-01-10,17.91,448.376404,725.794861,313.775879,46.180801,102.112877,1560.19
2022-01-11,18.129999,452.460327,730.290527,314.712585,47.248184,102.452278,1564.37
2022-01-12,18.17,453.683594,735.985107,317.495453,48.032188,103.208672,1569.78
2022-01-13,18.110001,447.432404,736.784363,316.28595,47.352089,103.198944,1569.22
2022-01-14,18.049999,447.615448,735.585266,312.811829,47.333195,102.878922,1565.87
2022-01-18,18.02,439.688385,737.883118,311.684174,46.492516,101.957703,1559.86
2022-01-19,18.309999,435.122833,740.580505,308.71936,46.690876,102.27771,1561.23
2022-01-20,18.280001,430.306885,739.781433,305.372681,46.964809,101.851028,1560.82
2022-01-21,18.209999,421.85968,731.089783,302.007629,46.284698,102.219528,1554.77
2022-01-24,18.299999,423.651184,711.808472,302.753448,45.632946,101.996475,1548.64
2022-01-25,18.370001,418.478821,719.501038,300.607147,45.547932,101.841324,1549.0
2022-01-26,18.08,417.428986,729.491333,298.242584,44.971737,101.220695,1553.09
2022-01-27,17.84,415.367737,737.183838,291.703705,44.452209,100.367325,1541.35
2022-01-28,17.77,425.683502,728.49231,302.062225,44.669464,100.454613,1533.63
2022-01-31,17.889999,433.350555,729.391418,302.389648,46.133572,101.2304,1535.39
2022-02-01,17.91,436.278625,735.585266,301.471069,46.416946,101.501915,1541.12
2022-02-02,17.959999,440.516724,740.480591,307.709869,46.341385,101.851028,1545.8
2022-02-03,17.940001,430.162384,735.485535,299.915924,45.850193,102.946823,1539.46
2022-02-04,17.969999,432.185089,734.48645,297.369568,45.963551,103.198944,1529.71
2022-02-07,18.1,430.798096,739.981079,293.931854,45.869087,103.043777,1528.49
2022-02-08,18.15,434.342621,739.28186,287.301971,46.313038,102.869255,1529.83
2022-02-09,18.209999,440.699738,746.974243,298.83371,47.040371,102.898323,1534.19
2022-02-10,18.16,432.782288,749.971497,290.703308,46.728657,102.966217,1525.48
2022-02-11,18.49,424.248352,748.872437,289.830231,46.020226,102.112877,1516.33
2022-02-14,18.6,422.861359,736.584412,287.702118,45.699062,101.67646,1507.66
2022-02-15,18.41,429.680756,743.577637,289.375519,46.690876,102.297112,1510.91
2022-02-16,18.6,430.162384,742.478699,290.275818,47.030926,102.520149,1511.5
2022-02-17,18.879999,420.973541,737.283752,286.110657,46.48307,102.23893,1512.38
2022-02-18,18.860001,418.247681,735.485535,286.865479,46.020226,101.9674,1511.22
2022-02-22,18.889999,413.759216,733.986877,287.820404,45.368454,101.986801,1511.6
2022-02-23,18.969999,406.419647,733.886963,285.373962,44.839493,101.715263,1512.49
2022-02-24,18.860001,412.535858,708.112061,287.847687,43.913795,100.832802,1504.51
2022-02-25,18.790001,421.638092,735.18573,295.223267,44.726131,101.414642,1517.84
2022-02-28,18.99,420.559357,731.189697,288.447906,44.140499,100.910385,1521.6
2022-03-01,19.34,414.154083,719.401184,287.220123,43.554855,100.260666,1523.35
2022-03-02,19.139999,421.772949,729.391418,297.251282,43.630417,100.124901,1523.12
2022-03-03,19.25,419.673187,711.308899,300.288879,43.016441,99.581848,1522.72
2022-03-04,19.559999,416.263489,686.333313,309.346893,42.147419,98.379364,1516.45
2022-03-07,19.85,403.992401,683.236267,312.075195,40.569965,97.797523,1508.44
2022-03-08,20.389999,400.929474,684.734741,306.336609,40.702202,98.156342,1502.16
2022-03-09,19.790001,411.67868,708.112061,311.365875,41.854599,99.610931,1503.81
2022-03-10,19.84,409.819702,700.919067,311.693268,41.070587,98.718781,1497.06
2022-03-11,19.700001,404.608856,705.314758,305.590851,40.211014,98.13694,1493.43
2022-03-14,19.41,401.651794,709.610596,303.753815,39.238098,98.466667,1479.84
2022-03-15,19.040001,410.484344,708.611572,304.908783,39.294769,98.563644,1478.93
2022-03-16,19.17,419.586517,719.700806,311.402222,42.459133,99.475182,1488.84
2022-03-17,19.26,424.835907,725.238525,311.702301,42.241879,99.843681,1499.2
2022-03-18,19.08,429.489044,727.436523,310.665588,42.846416,99.446075,1500.88
2022-03-21,19.23,429.363495,730.034058,307.564362,42.1852,99.067894,1498.39
2022-03-22,19.1,434.387634,734.230286,305.254364,42.950317,99.271538,1493.55
2022-03-23,19.34,428.793427,732.132141,304.872406,42.666943,98.980614,1494.5
2022-03-24,19.5,435.257202,733.430847,305.645477,42.893642,98.912727,1494.89
2022-03-25,19.42,437.382813,734.729797,310.574646,42.553593,98.796349,1492.24
2022-03-28,19.07,440.493896,734.330139,313.657654,42.695278,98.796349,1490.93
2022-03-29,19.030001,445.943176,740.624329,324.434479,43.422611,99.766113,1501.76
2022-03-30,19.219999,443.189606,744.720764,319.108765,43.299816,100.299469,1506.67
2022-03-31,19.23,436.368317,739.02594,316.143829,42.648048,99.484871,1507.53
2022-04-01,19.110001,437.605011,741.024048,323.473633,43.356487,99.387917,1503.19
2022-04-04,19.200001,441.353882,742.722473,320.179382,44.121605,98.660606,1507.07
2022-04-05,19.08,435.778961,748.417236,319.328308,43.309261,97.972092,1503.38
2022-04-06,19.129999,431.421448,746.319275,325.13916,42.742504,97.981789,1491.98
2022-04-07,19.190001,433.595337,743.321899,321.835693,42.402458,97.719955,1488.77
2022-04-08,19.309999,432.435974,754.311951,321.597748,42.440243,97.787857,1483.23
2022-04-11,19.41,425.044678,750.51532,315.292816,41.91127,97.807228,1472.83
2022-04-12,19.57,423.469696,745.419922,317.342651,41.77903,97.31266,1477.9
2022-04-13,19.65,428.319946,745.220276,317.818451,42.326889,97.846008,1479.05
2022-04-14,19.59,422.986633,749.116638,316.171326,41.77903,97.254494,1479.06
2022-04-19,19.35,429.991486,748.117554,318.157043,41.429531,96.944206,1474.11
2022-04-20,19.450001,429.672668,751.214844,325.752289,41.183945,97.535713,1476.89
2022-04-21,19.379999,423.247528,751.714417,328.799469,40.390491,97.370865,1474.18
2022-04-22,19.190001,411.633972,741.72345,321.680115,40.031548,96.982956,1465.85
2022-04-25,18.860001,414.020416,727.736267,318.532196,39.738728,96.284767,1462.96
2022-04-26,18.870001,402.03006,728.135742,315.466644,38.869709,95.664146,1465.07
2022-04-27,18.77,403.160461,731.033142,312.922729,39.323112,94.888344,1462.4
2022-04-28,18.84,413.344086,739.924988,315.805267,39.889858,94.442261,1459.84
2022-04-29,18.84,398.068695,744.021362,301.310303,40.031548,94.791374,1452.45
2022-05-03,18.540001,402.300598,745.020508,294.749176,40.267693,94.568329,1447.66
2022-05-04,18.719999,414.551819,739.225708,295.911316,40.702202,95.324715,1446.61
2022-05-05,18.65,399.817474,740.82428,289.670349,39.200314,94.77198,1444.5
2022-05-06,18.68,397.431,728.5354,286.815308,38.661892,94.733185,1434.33
2022-05-09,18.41,384.70636,711.750854,270.837921,37.547283,94.849556,1421.62
2022-05-10,18.27,385.595184,714.248535,262.153809,37.726753,94.636208,1422.45
2022-05-11,18.41,379.469604,724.139404,264.212708,37.462273,94.451958,1421.94
2022-05-12,18.129999,379.073456,713.549072,267.406403,37.216686,93.162224,1415.72
2022-05-13,17.969999,388.136322,731.632568,271.121613,38.246277,93.433731,1418.12
2022-05-16,18.139999,386.561401,736.328369,267.10437,38.095146,93.705292,1417.67
2022-05-17,18.040001,394.513123,741.32373,270.865356,39.030289,94.675018,1417.79
2022-05-18,18.040001,378.609711,734.729797,263.572174,38.095146,93.947708,1407.69
2022-05-19,18.309999,376.290833,722.341125,257.688171,38.69968,95.111397,1405.34
2022-05-20,18.32,376.455109,730.433716,258.118256,38.86026,94.791374,1408.64
2022-05-23,18.41,383.498596,742.522705,262.830963,39.15308,95.955048,1411.41
2022-05-24,18.540001,380.571045,739.725281,258.813721,38.472984,96.352638,1411.82
2022-05-25,18.43,383.933411,743.921326,258.56665,38.661892,95.867767,1425.27
2022-05-26,18.4,391.604889,747.917725,259.088257,39.26643,96.265366,1446.36
2022-05-27,18.41,401.218475,750.215698,264.176117,39.719833,96.449615,1456.57
2022-05-31,18.24,398.967224,751.61438,259.747131,40.277142,96.342949,1456.32
2022-06-01,18.35,395.740204,745.020508,258.603241,39.993763,95.615623,1455.25
2022-06-06,18.299999,397.865814,752.113953,253.066956,40.239353,96.00354,1447.42
2022-06-07,18.42,401.68222,751.214844,259.051697,40.362148,96.110191,1442.25
2022-06-08,18.4,397.315063,750.01593,253.808197,40.579407,96.139305,1439.2
2022-06-09,18.35,387.865784,738.526306,247.896759,39.619175,95.247147,1432.4
2022-06-10,18.6,376.619293,723.34021,247.905945,39.180973,94.393784,1416.37
2022-06-13,18.110001,362.319794,712.84967,236.156189,37.809208,93.424057,1383.05
2022-06-14,17.959999,361.228027,710.252197,234.454132,38.333149,93.453148,1374.45
2022-06-15,18.190001,366.377808,718.744446,235.387543,38.838028,93.782845,1386.09
2022-06-16,18.4,354.252136,687.660828,232.376907,37.647266,94.723473,1371.56
2022-06-17,18.25,355.015839,684.763,234.335175,37.79015,94.151321,1374.83
2022-06-21,18.18,363.95285,698.452332,233.776993,38.39983,94.451958,1379.44
2022-06-22,18.25,363.29303,692.357117,234.197922,37.713947,94.781677,1373.46
2022-06-23,18.139999,366.854218,685.462524,237.409836,37.828255,94.451958,1374.85
2022-06-24,18.120001,378.517914,704.047913,239.487122,38.723721,94.675018,1383.67
2022-06-27,18.1,377.072113,708.544373,243.641617,38.771351,94.898041,1384.58
2022-06-28,18.08,369.367462,715.039307,241.600937,38.533192,94.413177,1376.57
2022-06-29,18.07,369.066681,714.639587,242.090057,38.380779,93.666481,1362.73
2022-06-30,17.940001,366.068237,700.350769,241.314896,38.199776,93.976807,1357.2
2022-07-01,17.93,369.939972,700.850464,246.131805,37.961624,93.540428,1359.91
2022-07-05,17.549999,370.638611,685.962036,244.07399,37.666317,92.0858,1361.01
2022-07-06,17.27,371.890442,694.055725,245.476639,37.437687,91.368195,1364.69
2022-07-07,17.290001,377.460236,702.748962,245.522781,38.190254,91.174278,1375.51
2022-07-08,17.290001,377.14978,704.047913,242.616028,38.190254,91.261551,1378.74
2022-07-11,17.190001,372.841339,704.047913,242.329926,37.170959,90.059074,1380.65
2022-07-12,17.139999,369.542114,704.747253,243.677216,37.028061,89.971802,1382.2
2022-07-13,17.219999,367.60141,699.751343,241.453308,36.942329,90.185143,1380.4
2022-07-14,16.969999,366.708649,688.559998,241.102676,36.608913,89.797264,1373.89
2022-07-15,16.940001,373.714691,700.450684,244.950653,36.799442,90.388786,1382.54
2022-07-18,16.950001,370.628906,706.446045,242.302246,37.056648,90.931824,1390.03
2022-07-19,17.0,380.643005,713.140747,246.002594,37.666317,91.63974,1395.01
2022-07-20,16.85,383.068909,711.142395,247.460617,37.504375,91.193672,1405.02
2022-07-21,17.08,386.969788,711.542053,248.789368,37.933052,91.503967,1409.21
2022-07-22,17.120001,383.379395,711.642029,252.665039,37.552002,91.533051,1418.16
2022-07-25,17.07,383.845245,714.939392,252.665039,37.685371,91.63974,1418.72
2022-07-26,17.059999,379.303925,714.339905,252.554321,37.390057,90.65062,1413.84
2022-07-27,17.219999,389.153107,718.636536,255.885498,38.085464,91.494286,1418.0
2022-07-28,17.43,394.033997,718.436646,262.806335,38.24741,91.280952,1427.04
2022-07-29,17.49,399.778503,726.330444,264.40274,38.066418,91.581543,1438.69
2022-08-01,17.58,398.594666,725.131409,258.275513,37.742523,91.930664,1442.2
2022-08-02,17.530001,395.965027,725.031433,255.48877,37.561531,91.116074,1443.29
2022-08-03,17.52,402.165558,728.428894,254.196869,37.856842,91.125786,1445.57
2022-08-04,17.809999,401.893921,729.727783,256.577576,38.123569,91.804604,1450.55
2022-08-05,17.6,401.214661,728.828552,257.223541,38.161674,91.213074,1446.35
2022-08-08,17.75,400.748871,733.325073,259.142944,38.209305,91.310043,1451.91
2022-08-09,17.809999,399.157501,733.72467,264.042877,38.066418,91.436096,1446.91
2022-08-10,17.77,407.541351,736.622375,268.712097,38.542721,92.299156,1456.5
2022-08-11,17.73,407.541351,734.623901,270.142426,38.695137,92.425224,1461.06
2022-08-12,17.889999,414.440674,738.22113,274.184174,39.104759,91.940346,1459.95
2022-08-15,17.66,416.148499,739.020508,274.054993,38.923763,91.048195,1462.84
2022-08-16,17.629999,416.963623,741.418579,275.420654,38.914234,91.096687,1460.35
2022-08-17,17.52,414.003998,739.420166,274.553223,38.752293,91.213074,1452.16
2022-08-18,17.469999,415.207275,743.616882,270.640686,38.533192,90.408188,1450.97
2022-08-19,17.33,409.627686,744.21637,267.613983,38.009258,89.923332,1442.38
2022-08-22,17.23,401.098206,742.817566,262.474152,37.675842,89.060234,1430.63
2022-08-23,17.35,400.127869,738.121277,256.245453,37.875885,89.283287,1427.46
2022-08-24,17.4,401.408752,736.92218,258.635406,37.866364,89.292992,1427.98
2022-08-25,17.450001,407.075653,738.321045,261.643677,38.685612,89.341476,1431.64
2022-08-26,17.24,393.296509,733.025208,253.578552,38.11404,89.225128,1428.04
2022-08-30,17.110001,386.406982,727.029907,245.762665,37.428162,89.719666,1411.15
2022-08-31,16.969999,383.466736,718.536621,244.590744,37.561531,89.971802,1404.48
2022-09-01,16.82,384.670013,706.34613,247.303696,37.266216,89.060234,1394.97
2022-09-02,16.969999,380.613922,718.836243,245.439713,36.923275,89.118431,1401.98
2022-09-06,16.879999,379.177765,721.634216,248.946243,36.485073,88.672348,1399.67
2022-09-07,17.049999,385.989716,715.938599,253.209488,36.808964,89.64209,1404.05
2022-09-08,16.950001,388.512634,717.837097,254.0215,36.608913,89.545128,1411.36
2022-09-09,17.040001,394.548279,726.730164,256.771423,37.151905,89.932999,1421.29
2022-09-12,17.120001,398.788788,738.920593,256.882111,37.704422,90.573051,1425.44
2022-09-13,16.889999,381.448456,730.227356,247.414429,36.542236,89.273582,1409.78
2022-09-14,16.83,382.903961,719.835571,244.157043,36.723232,89.322083,1405.27
2022-09-15,16.52,378.556793,711.729187,240.779678,36.332661,89.45784,1400.05
2022-09-16,16.610001,375.668823,707.431885,240.899643,35.999245,89.632401,1389.51
2022-09-20,16.52,374.236481,702.635071,231.708832,35.913509,89.302681,1389.98
2022-09-21,16.6,367.708374,707.232178,228.506805,35.313362,88.206886,1391.73
2022-09-22,16.59,364.61972,699.237366,228.903564,35.141891,88.100204,1380.06
2022-09-23,16.309999,358.510559,686.046082,228.922028,34.275013,86.771683,1366.31
2022-09-26,16.120001,354.963928,685.946106,222.370331,33.855865,86.015289,1354.45
2022-09-27,16.15,354.0578,682.048706,219.943451,33.817757,85.9086,1348.69
2022-09-28,16.48,361.024353,684.347229,225.80304,34.113071,87.101387,1352.64
2022-09-29,16.48,353.482971,673.154602,222.227448,33.350979,87.702614,1344.87
2022-09-30,16.5,348.016846,674.553711,225.551636,33.227142,87.702614,1348.0
2022-10-03,16.879999,357.204926,675.15332,229.806992,33.77013,87.983849,1355.94
2022-10-04,17.120001,368.273468,692.341919,228.615128,34.875164,89.428757,1374.65
2022-10-05,17.030001,367.416077,689.343872,220.076508,34.894215,88.468719,1371.63
2022-10-06,17.02,363.625916,684.646973,212.943909,34.684635,87.692932,1374.63
2022-10-07,16.83,353.482971,683.647583,205.978943,33.960655,87.178993,1367.47
2022-10-10,16.57,350.783997,681.149353,206.193115,33.484348,86.926842,1368.22
2022-10-11,16.540001,348.562439,673.554382,211.230591,32.950878,86.955933,1355.31
2022-10-12,16.629999,347.412781,667.558411,208.595459,32.988983,86.791077,1354.03
2022-10-13,16.52,356.581329,670.856079,213.418808,33.084244,87.450493,1350.61
2022-10-14,16.309999,348.455353,671.25592,207.291855,32.588886,87.130486,1352.64
2022-10-17,16.35,357.409546,676.952087,215.346268,33.484348,87.983849,1360.67
2022-10-18,16.389999,361.608978,678.451233,217.217896,33.493874,88.216591,1367.77
2022-10-19,16.16,359.046448,677.351929,211.48201,32.884201,87.508675,1360.03
2022-10-20,16.15,356.035767,679.05072,211.109573,33.093781,87.557175,1358.49
2022-10-21,16.43,364.687897,681.748962,212.096558,33.59866,88.22628,1357.25
2022-10-24,16.379999,369.150421,685.84613,211.966217,32.322159,88.332932,1361.91
2022-10-25,16.41,375.045197,685.546448,220.169601,32.588886,89.166916,1370.19
2022-10-26,16.52,372.219635,689.343872,212.543533,33.122353,90.185143,1377.36
2022-10-27,16.5,370.231934,691.442566,206.314163,32.865143,89.225128,1385.25
2022-10-28,16.33,379.040039,688.844238,206.938034,32.665096,89.166916,1392.05
2022-10-31,16.200001,376.302063,693.541138,206.938034,32.569836,88.478409,1386.37
2022-11-01,16.360001,374.655457,702.235352,206.146545,33.169983,88.429932,1386.67
2022-11-02,16.24,365.252991,698.038208,201.425644,32.893726,88.003235,1385.21
2022-11-03,16.18,361.492065,702.235352,199.256058,33.084244,87.246864,1370.67
2022-11-04,16.68,366.695068,717.425354,199.488861,34.484592,89.09903,1372.95
2022-11-07,16.610001,370.202759,713.128113,195.05658,34.503639,89.632401,1374.74
2022-11-08,16.99,372.200134,713.927612,193.631927,34.75132,90.078476,1374.57
2022-11-09,16.92,364.532043,712.62854,193.063934,34.151173,89.574219,1366.36
2022-11-10,17.43,384.564575,722.022278,203.511383,35.389568,91.203362,1390.12
2022-11-11,17.540001,388.286591,716.026306,200.475876,36.351707,92.677368,1390.38
2022-11-14,17.58,384.983521,722.022278,195.978424,36.13261,92.396133,1395.42
2022-11-15,17.65,388.26709,720.823059,197.570694,36.96138,92.619164,1402.32
2022-11-16,17.610001,385.305084,719.024231,195.559448,36.370766,93.016754,1402.53
2022-11-17,17.48,384.126099,719.424072,193.231537,36.437443,92.784027,1396.18
2022-11-18,17.35,385.870178,722.821655,197.021317,36.227867,92.415535,1398.04
2022-11-21,17.26,384.467133,722.422119,198.818436,35.770615,91.620346,1399.0
2022-11-22,17.27,389.640869,729.317505,199.0233,35.85635,92.153702,1404.49
2022-11-23,17.379999,392.096283,730.816467,197.272736,36.151661,93.084633,1410.82
2022-11-25,17.4,392.008606,733.91449,197.971085,35.980194,93.113731,1411.04
2022-11-28,17.26,385.753296,733.015015,195.969101,35.818245,92.464005,1407.35
2022-11-29,17.35,385.090729,736.712585,199.721664,36.589863,92.40583,1405.11
2022-11-30,17.559999,397.221283,742.308777,205.2061,37.647266,93.113731,1412.32
2022-12-01,17.889999,396.929016,741.009705,204.768463,37.523422,94.175766,1423.53
2022-12-02,17.84,396.471069,741.009705,202.729233,37.666317,94.272736,1423.33
2022-12-05,17.530001,389.338837,742.208984,199.619232,37.23764,93.816902,1420.83
2022-12-06,17.58,383.726593,736.312805,196.546432,37.19001,93.681114,1416.86
2022-12-07,17.73,383.073853,733.7146,198.241104,36.970913,94.04969,1416.33
2022-12-08,17.75,386.074799,732.115601,199.162949,37.418636,94.466713,1419.75
2022-12-09,17.809999,383.190735,732.71521,200.000977,37.170959,94.224251,1421.68
2022-12-12,17.66,388.71524,729.517334,203.557968,37.056648,94.263054,1424.38
2022-12-13,17.959999,391.657776,735.513367,207.841263,37.32164,95.106842,1434.81
2022-12-14,17.93,389.153748,734.613892,205.727554,37.340984,95.572395,1435.6
2022-12-15,17.629999,379.634369,723.770203,203.23204,36.480236,95.106842,1428.14
2022-12-16,17.790001,375.152313,714.775635,197.514816,36.58662,94.786781,1421.66
2022-12-19,17.73,371.971191,717.274109,194.209244,36.615631,94.932259,1417.17
2022-12-20,18.040001,372.480164,718.473389,193.212921,36.605961,94.980759,1412.99
2022-12-21,18.0,378.049683,729.966553,194.469971,36.934788,95.00016,1420.06
2022-12-22,17.780001,372.656403,727.767883,194.544479,36.605961,94.86438,1416.52
2022-12-23,17.84,374.800018,727.767883,197.077179,36.557606,95.019562,1415.34
2022-12-28,17.9,368.682373,730.166382,194.823822,36.557606,94.96138,1403.33
2022-12-29,18.01,375.318756,731.865356,199.5168,37.166897,95.494781,1400.73
2022-12-30,18.09,374.330139,726.168762,199.375671,36.654316,95.82457,1401.62
