DATE,WTISPLC,US_Gold_EXP,BofA,^BSESN,China_EQ,ISF.L,ESS,^GSPC,GOLD.AX,DFF,DFII10,T5YIE,GOLD_VIX,CIVPART,PAYEMS,UNRATE,US_CPI
2009-02-01,-0.06380408398674486,0.053550730444952066,0.0018087414932851005,-0.014116813732527897,0.004734350116595953,-0.010348826883035548,-0.009199396754731618,-0.009055545027160846,0.005628670925892513,0.16105263157894736,1.8921052631578945,0.025263157894736838,-0.0014400210450629348,0.0015220700152205335,-0.00560917756925694,0.06410256410256432,0.004457389616439267
2009-03-01,0.20312843974923878,0.08983038225585194,-0.0015482030173056395,0.0013743236156931677,0.002515189272880155,-0.003199605256610067,-0.011573802800209278,-0.0068766322143944715,0.005401729218067154,0.2236842105263158,1.7521052631578946,0.5821052631578947,-7.648894834425721e-05,-0.003039513677811634,-0.006150891879322495,0.04819277108433728,0.004382500298677483
2009-04-01,0.03702990324254296,-0.021169681507712923,0.0016777519973434352,0.004394680768676285,0.0065253277210940205,0.0013052823724183592,0.0034798149036221913,0.004097634660888172,-0.004043160968115256,0.1827272727272727,1.7090909090909088,0.5886363636363636,0.003756117221501053,0.001524390243902607,-0.005049285250652846,0.034482758620689724,0.0023050928581906938
2009-05-01,0.17243147718850738,-0.03598873233223543,0.006164103134992219,0.010726440802506333,0.002616077931208061,0.004404037029404565,0.010399518113512762,0.006048182534242071,-0.004064508625801722,0.15333333333333338,1.5676190476190477,0.7476190476190476,-0.0067144656032537805,0.0,-0.0026929641570263563,0.04444444444444451,-6.837764295497539e-05
2009-06-01,0.16366769470164844,0.042171132240553355,0.0047332625181388255,0.013309989017612822,0.004038213276766789,0.0029729763066171366,-0.0021535891005449725,0.0013740848107423043,-0.002310495656962286,0.17450000000000002,1.7169999999999999,1.063,0.004809865683994446,0.0,-0.0035521411728911545,0.010638297872340496,0.0007073580183067918
2009-07-01,-0.08362498702811205,0.017110102715002462,0.0019223964286371345,0.0012793092400263464,0.005565545546928764,-0.0015463084425951631,-0.0011013011087815567,0.0013800242048296223,-0.0021074723821458193,0.2077272727272727,1.8622727272727273,1.5259090909090913,-0.013376475324318904,-0.0030441400304414,-0.0026106272375441275,0.0,0.0003055346589049268
2009-08-01,0.10323624507674545,-0.011272015769195676,0.002727330471951647,0.0035474586792902134,0.006470139953004777,0.0035596700419464208,0.001986536360246341,0.0032509976918633624,-0.0010913483238473955,0.15681818181818183,1.8227272727272728,1.2840909090909092,0.0004984364519298381,-0.0015267175572518665,-0.001385264156863908,0.010526315789473717,0.00112146514971867
2009-09-01,-0.022773543276953134,0.016107322863055273,0.0009665099853637393,0.0007977666492685387,-0.008812732649707033,0.0030948339286573923,0.00655723444899674,0.002055926781943285,-4.501597611161756e-06,0.1604761904761905,1.7738095238095235,1.2814285714285716,0.000688807005390815,-0.004587155963302947,-0.0018316983445738622,0.02083333333333348,0.002463572549097126
2009-10-01,0.08761106277226105,0.04825884886438647,0.00309669559025779,0.0038380878832286556,-0.001516721609975706,0.0023763332109814073,0.004417835705269803,0.0014205720260365502,4.7351378646298094e-05,0.14619047619047618,1.6419047619047622,1.3433333333333333,0.004713456819920266,-0.001536098310291778,-0.0013820532704754696,0.020408163265306145,0.002698323293255367
2009-11-01,0.029371832016648725,0.04548790919712431,0.0012626259269613424,-0.005325834125785737,0.00535591829412807,-0.0013603136441230187,-0.004062708349558448,-0.0014257057526747552,0.0007412611641387988,0.11761904761904758,1.4833333333333332,1.5004761904761905,0.0004755847722990684,0.0,-1.5377399835481143e-05,-0.010000000000000009,-0.001572000521827488
2009-12-01,-0.049622990381124055,0.07404914920098893,0.0005320388929686004,0.0033041475625867783,0.003392316012773403,0.0014406328992054558,0.003105887962798794,0.002935740899250399,0.006238647212187774,0.12,1.2752631578947367,1.7463157894736838,0.013239099646125066,-0.006153846153846287,-0.0019375821742440014,0.0,-0.0016290102828512287
2010-01-01,0.05141441760365506,0.006352454343820035,0.0014698360214743932,0.0014916233413101072,0.0012042599576655988,0.0019611720728172394,0.002851643725567042,0.0008387866959363946,-0.0026709277796881687,0.11863636363636364,1.3645454545454547,1.9086363636363637,-0.0033474336626034625,0.003095975232198178,-9.244493748405969e-05,-0.010101010101010055,0.0002772427743349404
2010-02-01,-0.02328092730861453,-0.01197619104671599,0.0008227740664162258,-0.003637411332231228,-0.005107455146664701,-0.0022665848324996654,-0.0026942996474163847,-0.0020930624551468804,-0.00042900163175010577,0.1168421052631579,1.3747368421052635,2.066315789473684,0.0013179706087366476,0.0015432098765433278,-0.0007165145036404086,0.0,0.0023445462172180243
2010-03-01,0.06116329469343018,-0.019935935335364974,6.264718638179392e-05,0.0003119259749118086,0.0014815648043688004,0.002223376461987035,0.00535995450183248,0.0020081956884832053,0.0017126540123707354,0.12631578947368421,1.418947368421053,1.9478947368421051,-0.004252147692187443,0.0,0.0012567269587206997,0.010204081632652962,0.0020716748529996387
2010-04-01,0.03910708324576717,0.015825988630456145,0.0014949016422712582,0.003081183966651495,0.0008836391590511554,0.0029920102109991255,0.0027447352842022077,0.0027206102797988577,-0.0014153965300069853,0.1617391304347826,1.5082608695652173,1.8717391304347821,-0.006202023539984283,0.0046224961479197635,0.001925076040503626,0.0,0.00048400679932436574
2010-05-01,-0.13461422976335413,0.030670253424015748,0.0012304691918182027,9.79846070725543e-05,-0.004433887146087241,-0.00111283911143609,0.009026959112370047,0.000813965134299889,0.0023055406059306646,0.19761904761904764,1.4919047619047618,1.9657142857142857,0.006720771169119357,-0.004601226993865004,0.004073319755600879,-0.030303030303030387,0.00012209404904583998
2010-06-01,0.020243334877907415,0.048481056181285176,-0.0019113249326741318,-0.0021276164899706068,-0.0040942838216014325,-0.003759231354910338,-0.0002942702681566314,-0.004501661721373305,0.006360511279690506,0.20250000000000004,1.307,1.7704999999999997,0.006809109963022158,-0.0046224961479200966,-0.0011022235829920568,-0.02083333333333326,0.00032551102879985194
2010-07-01,0.0134460238277887,0.02257326037668772,0.0007067523227791403,0.0025521076120400203,-0.005365481422038988,-0.0027849608075276003,-0.003475564408460027,-0.0029151815357855277,0.0013107082363942137,0.17636363636363636,1.256818181818182,1.6518181818181816,0.003260712193101907,0.0,-0.0006206848989662728,0.0,-3.171024240822273e-05
2010-08-01,0.005875074017465565,-0.033813364365777865,0.0016213943872369946,0.00044819396271351356,0.004525867665230358,0.00326927066656758,0.003559293855347468,0.003167419015528205,-0.005435440078985279,0.18190476190476193,1.240952380952381,1.4223809523809523,-0.008545685913366293,0.0015479876160993111,2.3002606962085892e-05,0.010638297872340496,0.0013241696829866534
2010-09-01,-0.019852094804498677,0.020707630327489568,7.499518408140982e-05,0.0002732569572589938,2.3377958294419038e-05,-0.0005667588425470036,0.0002980633217178526,-0.0023148487293051865,0.0028500251228207743,0.18954545454545454,1.021818181818182,1.3363636363636364,0.0016715214353329607,-0.0015455950540959051,-0.0006363908206374891,0.0,0.0016074423883256639
2010-10-01,0.08388606274576382,0.04581305201407293,0.0017207221328964174,0.00649507619731448,0.00037464094106203345,0.003499865175780283,0.002568650817023771,0.00493696906409071,-0.0013017990092729506,0.19380952380952382,0.909047619047619,1.279047619047619,-0.0013283845975857744,-0.003095975232197956,0.002148227712137407,-0.010526315789473606,0.0007750020447285788
2010-11-01,0.02698308730335075,0.053664468330064885,0.0014780222025613243,-0.00011464454237930521,0.007177489285409067,0.0014606554999283539,0.001978557710605122,0.0022620657561984725,0.0008569480469135526,0.1905,0.5249999999999999,1.5070000000000001,0.0072165093123921446,0.0031055900621115295,0.0010258765885775567,0.042553191489361764,-8.96990596555014e-06
2010-12-01,0.05660362880491476,0.01984862459071124,-0.00057382713924731,-0.0013602286320934958,-0.0028805914065994642,-0.0014394552845996731,-0.0009971611593782015,-0.00012067770695851982,0.0017886277177834075,0.19500000000000003,0.6660000000000001,1.5555000000000003,0.008118441109551889,-0.004643962848297156,0.0006271318659467617,-0.05102040816326525,-0.0012697514117760988
2011-01-01,0.004258663838545118,0.01494113704512845,0.0009702102711434987,0.0027424766151660724,-0.00023895341180620497,0.0038597737691162693,0.002170551600105153,0.0035142493134972717,-0.0014656109843667053,0.1831818181818182,1.044090909090909,1.7295454545454547,-0.005766705155033292,-0.0015552099533435726,2.2929468953547527e-05,-0.021505376344086113,0.001721433190429389
2011-02-01,0.0017877099733194513,-0.025027375105246996,0.0011552861481629842,-0.006247297628523916,-0.0003449738814034949,-0.0005759152060586833,0.0008590996794060305,0.0012440538578751949,-0.12959651992243465,0.173,1.0605,1.9304999999999999,-0.0026631470600734066,-0.0015576323987540608,0.0016432409296922579,-0.01098901098901095,0.003753747022555487
2011-03-01,0.13901421344545462,0.012383409374151277,0.0009494474016441704,-0.0019931867815216214,0.0028686631376571648,0.0015210948037391553,0.004636815989711567,0.002246898362687385,0.002592612808478651,0.15789473684210525,1.2378947368421054,2.011052631578947,-0.006426912702488507,0.0015600624024962872,0.0017092191005234625,0.0,0.0030449648409780483
2011-04-01,0.06669764183176508,0.036054704096344814,0.00019964622648966079,0.004147099762896966,0.00037647174234037165,-0.0004882385810572929,0.0004937506548847196,-4.989819140539742e-05,-0.00017604104196792628,0.13826086956521738,0.9639130434782608,2.2017391304347824,0.0038578192081368087,0.0,0.0024832797574612098,0.011111111111111072,0.001913652136829036
2011-05-01,-0.08246141859614742,0.03790426118788481,0.0010559653497610455,-0.0011451415125940706,-0.0004061202517534771,0.0021397953528874097,0.0063244555391763135,0.002006924182405445,0.0010087168016825107,0.09550000000000002,0.8634999999999999,2.3114999999999997,0.009915904456046055,-0.0015576323987540608,0.0007598553235463879,-0.01098901098901095,0.0018556796735424985
2011-06-01,-0.05101804620803385,0.021275359251910153,0.00025893129072973586,-0.0016810680404844903,-0.002972380327904345,-0.0010772494301743319,0.0007799879247903707,-0.0006796459662617771,0.0008329301039267989,0.09333333333333335,0.7785714285714287,2.177619047619048,-0.008166760596653338,-0.0015600624024960652,0.0017615258458361094,0.011111111111111072,0.0015900304205449522
2011-07-01,0.009303354263186847,0.009249712007164845,-0.0005047149181816035,0.0009172885245997797,0.0003379150506177098,-0.00014261636138757083,-0.0004585031941888751,-0.000921309275897908,-0.0009133336005308301,0.09090909090909093,0.7554545454545455,1.9554545454545453,-0.00261829171326803,0.0,0.0004244482173174635,-0.01098901098901095,0.0012144964022757776
2011-08-01,-0.11849066326794766,0.03507836115586027,0.0006026628221246444,-0.0017513026495159956,-0.0011045302461076822,-0.0011299451577804654,0.0018395068266575886,-0.0010854178176299633,0.0023226755398320755,0.06800000000000002,0.6235,2.0319999999999996,0.01328241062439588,0.0015624999999999112,0.0009924843929935978,0.0,0.003152484092586949
2011-09-01,-0.008375063493037516,0.10854846213401359,-0.0024707377536349155,-0.0045922189133348395,-0.0027006228150953746,-0.005195733518536615,0.0006447571194435678,-0.003335653195221567,0.006980626106313144,0.09782608695652174,0.13521739130434784,1.769130434782609,0.022963163250996475,0.0015600624024962872,0.001687821196914907,0.0,0.0018373346398823376
2011-10-01,0.009301311098913523,-0.0021181270648202855,-0.0015972058504985305,-0.0007085013432371948,-0.004434182994946929,-0.0013345392380631775,-0.008432646822041957,-0.0036609048423404196,-0.0006184212873421068,0.08380952380952382,0.0776190476190476,1.6157142857142857,0.012582982702255864,-0.0015576323987540608,0.0015943058347061,-0.022222222222222143,0.00200709133145871
2011-11-01,0.11777017697967018,-0.052401308707541006,0.004132504263849019,0.005235259204249942,0.0032270548563323614,0.005223892603757742,0.012381417645057053,0.007307613704156525,-0.001564028705112059,0.07200000000000002,0.186,1.6960000000000002,-0.012988672745166902,0.0,0.0010863251280581743,-0.022727272727272818,0.0005115054562208066
2011-12-01,0.013893368844369647,0.04355459308020837,-0.0012420092488200456,-0.005198460296281324,-0.0031209410717865835,-0.00039319871881164187,-0.0039968998299417064,-0.00028175298941827503,0.002889317585922788,0.082,0.0014999999999999992,1.761,0.0010633829820079377,-0.0015600624024960652,0.001514683385957838,-0.011627906976744096,-0.0005249031417111638
2012-01-01,0.016800354910465387,-0.05844664318729276,0.0012873110492084866,-0.00222883987478128,-0.0031126387688960853,-0.000977110245121634,0.003339772223488948,0.0004471876676968958,-0.005998806762019874,0.07142857142857145,-0.03142857142857144,1.6695238095238096,-0.0015688912236784733,-0.004687499999999956,0.0025658003641781946,-0.0235294117647058,0.002191498936464198
2012-02-01,0.019853484335098592,0.012655105183929649,0.0020458044074683607,0.007614783193423743,0.002964187972329605,0.003516578321452611,0.0017524667090193752,0.0030471460001175415,0.004340508442492341,0.0845,-0.10800000000000001,1.7570000000000001,-0.004603509205648171,0.0015698587127157548,0.0020864135451768018,0.0,0.0027643090493620903
2012-03-01,0.03780914749284303,0.044968424943474083,0.001126408924296962,0.0016001056975773586,0.0028788750794190854,0.001633207624073707,-0.0014121284336995553,0.001989367251031027,0.0007822753649000091,0.10500000000000001,-0.2545,1.9455000000000002,0.005359027692919372,0.0,0.0016776387234966883,-0.012048192771084487,0.003818373262256314
2012-04-01,-0.027302192189490704,-0.03947107387167481,-4.50672552453399e-05,-0.0009440457778846712,-0.003365273118782996,-0.0006226895808839775,0.004116944708841312,0.0014691178872434545,-0.0018308574680182595,0.1272727272727273,-0.14136363636363633,2.0459090909090913,-0.01208862243918759,-0.0015673981191222097,0.0006205839470634356,0.0,0.002483000734449625
2012-05-01,-0.08721375003423137,-0.01362677403167023,0.0006527413898063619,-0.0012024713247650053,0.004410369576955662,0.0004781297052620477,0.0035858514500215657,-0.00027958751776249524,-0.00017462681034916209,0.14650000000000002,-0.21649999999999997,1.9575000000000002,0.00039874792000810233,0.0,0.0007995337298623006,0.0,0.0013040628652896125
2012-06-01,-0.13900721141674044,-0.037873930302382064,-0.0005225285223604992,-0.0027462475873901936,-0.0005050222126178116,-0.004424181636318148,-0.0026785050172531744,-0.003429518511260765,0.0004524917759958891,0.15636363636363637,-0.34136363636363637,1.8849999999999996,0.015733449531988943,0.0015698587127157548,0.0005450405047224827,0.0,0.0012059644630904032
2012-07-01,0.06483425461561865,0.005934735519814716,0.0011711053816900348,0.004237488613673372,-0.003757762043858,0.0028289396669551226,0.001767093548860706,0.0022819246931483302,-0.0025687158162751643,0.1619047619047619,-0.5004761904761905,1.759047619047619,-0.007043788834163757,-0.0015673981191222097,0.0010820249537339954,0.0,6.065887087847166e-05
2012-08-01,0.06845441956111031,-0.003052889144925963,0.000914169152885378,-0.0005324330541001015,-0.0026801580630868146,0.0005767724943312167,0.0010525602376040648,0.0005961373744108402,-6.406438154375815e-05,0.15857142857142859,-0.6019047619047619,1.7671428571428571,0.004162368138559308,-0.0031397174254317317,0.0013119348803232178,-0.012195121951219523,0.001318046941341633
2012-09-01,0.0059297081836744425,0.02363924170645415,0.0005994254559607892,0.000417631354988135,-0.0013518268590507088,0.0003792330870656446,-0.0017393705841853625,0.0009785304936280159,0.0022538934441535207,0.13217391304347825,-0.5856521739130435,1.9060869565217393,-0.002942041073522858,0.0015748031496063408,0.0013623268244384867,-0.03703703703703698,0.0025374341243062926
2012-10-01,-0.055904728648591195,0.069379236325533,0.0007624553527675203,0.004250540492554775,0.001038837495584656,0.0006212641040536463,-0.0009732652777639671,0.0013303954929496777,0.003235610223965013,0.14947368421052631,-0.7131578947368421,2.1394736842105258,-0.0029806296758743134,0.0031446540880502027,0.0011894849530154072,0.0,0.0021492980494233205
2012-11-01,-0.03302802617534084,-0.0024612367826906123,0.0006169640726707877,-0.000986532413206628,-0.0005944286954464901,0.0005686940789549741,0.0008430538053145119,-0.0014277030373752403,-0.0018581349781513015,0.15800000000000003,-0.7494999999999999,2.1785,-0.005110874264659121,-0.0031347962382444194,0.0011806463110370924,-0.012820512820512775,-5.646435520101356e-05
2012-12-01,0.0181812795016425,-0.015396380617316296,0.00041057685221006994,0.0024504884756377304,-0.0024361909117861635,0.0005052763250475126,-0.0036388308751271006,0.0001579262662119163,-0.00019070077051365332,0.16100000000000003,-0.7725,2.048,-0.003485820983026766,0.0015723270440251014,0.0018022561577084595,0.025974025974025983,-0.000994403013644174
2013-01-01,0.07043470218200287,-0.019032153416651987,0.0008280535248491535,0.0002357174712133732,0.007170509515299628,0.00016604558865473962,0.0026517404090002097,0.0003707035585131261,-0.0018961746284522278,0.16299999999999998,-0.7575000000000001,2.0955,0.005395263878869999,0.0,0.0013992330130150332,0.012658227848101111,0.0025062056372382457
2013-02-01,0.0066312542351329995,-0.009052927144860945,0.0007592921372233046,0.0013232494790653446,0.0027766951057702155,0.0034878655110726323,0.002637482641049941,0.0027332106693847497,0.0006479377259139705,0.14428571428571432,-0.6085714285714287,2.190952380952381,-0.001029780425598415,-0.004709576138147598,0.002107006350591023,-0.03749999999999998,0.003540626418520265
2013-03-01,-0.024102669142282096,-0.02589872743766275,0.00033008160124874716,-0.003810184548977905,-0.0005962399783875202,0.000866242173246918,-0.0022603161324799637,0.000785709110847537,-0.002823446831072131,0.14210526315789476,-0.5705263157894735,2.233684210526316,0.00941138816584947,-0.001577287066246047,0.0010475993743912504,-0.025974025974025983,0.0026672888118612903
2013-04-01,-0.010587825788505256,-0.021716766597511317,0.0005169665458216674,-7.195693378354924e-05,-0.0029581646527278424,0.000751349197892992,0.0009864490390145463,0.0018608049410512013,-0.00047566939054036927,0.149,-0.5850000000000001,2.246,-0.011005056641585558,0.0015797788309637184,0.0013707716117621338,0.013333333333333197,0.0007892255048052021
2013-05-01,0.029220251961222132,-0.06601522727132458,0.0010536606867334517,0.0016899368481900926,-0.0018897814269161245,0.0002776277645822413,0.0010173189364481544,0.0005915737971018409,-0.005246145885537924,0.145,-0.6522727272727273,2.0904545454545453,0.03765589416467579,0.0,0.001574965409638196,-0.013157894736842035,0.0009689094881006888
2013-06-01,0.010493275715838024,-0.05066620195178384,-6.243518126964886e-05,0.0012129050646425554,0.0027400551411929097,0.0008219455019422117,0.0014200317198699963,0.0015096167587953068,0.0011942787447850821,0.10863636363636364,-0.3549999999999999,1.9818181818181813,0.0027876692216187464,0.0,0.0013153060474686562,0.0,0.0007622420915012196
2013-07-01,0.08797646437885476,-0.05593392146485332,-0.001594534044814414,-0.0010951660206763466,-0.008851293562211189,-0.0030309721929187147,0.0011191282526245604,-0.0008889958124340157,-0.007015772466481283,0.09550000000000002,0.2515,1.7929999999999997,0.02141221714807518,-0.001577287066246047,0.0008952879965362648,-0.026666666666666727,0.0006508227175969772
2013-08-01,0.01856289687719581,-0.036811299901311045,0.0008646993485359063,-0.00011758906250354654,0.00033391168206656474,0.0027634107238126275,0.0006728841807790028,0.0021944421799336474,0.005639178971553849,0.09227272727272728,0.46,1.8577272727272727,-0.010128762152320564,0.0,0.0017816424837415745,-0.013698630136986245,0.001992854126865007
